ID,scaffold,mean_shap,effect
Train: Pos 1594,O=C(Nc1ccccc1)c1ccc(NCCc2ccccc2)cc1,0.00066305,positive
Train: Pos 1595,c1ccc(COCc2ccccc2)cc1,0.000662791,positive
Train: Pos 1596,c1ccc(NC2CCCCO2)cc1,0.00066205,positive
Train: Pos 1597,C(=Nc1ccccc1)N=c1nccc[nH]1,0.000662029,positive
Train: Pos 1598,O=c1ccc2cccc(CC3CCC=CC3c3cccc4ccc(=O)oc34)c2o1,0.000661838,positive
Train: Pos 1599,O=C(Nc1ccccc1)c1cccc(NC(=O)c2cnnc3ccccc23)c1,0.000661645,positive
Train: Pos 1600,O=C(C=Cc1ccco1)NCC1COc2ccccc2O1,0.000660813,positive
Train: Pos 1601,O=C1NC(=O)C(=Cc2ccccc2Oc2ccccc2)S1,0.000659758,positive
Train: Pos 1602,S=c1sc(C=CC=CC=Nc2ccccc2)cn1Cc1ccccc1,0.000659419,positive
Train: Pos 1603,O=c1ccc2nccc3c4ccccc4n1c23,0.000658985,positive
Train: Pos 1604,O=C(Cc1ccccc1)NCCCCOc1ccccc1,0.000657547,positive
Train: Pos 1605,O=C(C=Cc1ccccc1)Nc1nc[nH]n1,0.000657519,positive
Train: Pos 1606,O=c1ccn(-c2ccc3c(c2)CCC3)c2cc(Nc3ccc(N4CCNCC4)cc3)ncc12,0.000657499,positive
Train: Pos 1607,O=C1CCc2c(ccc3ccccc23)C1,0.00065749,positive
Train: Pos 1608,O=C(NC1CCCC1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,0.000657489,positive
Train: Pos 1609,O=C(NN=Cc1ccccn1)c1ccc2ccccc2c1,0.00065652,positive
Train: Pos 1610,c1ccc2sc(Cc3ccnc(NCCc4cnc[nH]4)n3)nc2c1,0.000656163,positive
Train: Pos 1611,O=c1c2ccccc2c(C=Nc2ccccc2)cn1-c1ccccc1,0.000655299,positive
Train: Pos 1612,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCC=N1,0.000653838,positive
Train: Pos 1613,N=c1[nH]c2ccccc2s1,0.00065258,positive
Train: Pos 1614,c1ccc(CCNc2nccc(Cc3nc4ccccc4s3)n2)nc1,0.000652452,positive
Train: Pos 1615,c1ccc(Cn2c(CNc3nc(-c4ccccc4)cs3)nc3ccccc32)cc1,0.000652404,positive
Train: Pos 1616,c1ccc2sc(Sc3ncnc4sccc34)nc2c1,0.000652292,positive
Train: Pos 1617,O=C1NC(=Nc2ccccc2)CS1,0.00065226,positive
Train: Pos 1618,c1cncc(-c2cccc3[nH]ccc23)c1,0.000651769,positive
Train: Pos 1619,c1ccc(-c2csc(Nc3ccncn3)n2)cc1,0.000651422,positive
Train: Pos 1620,c1ccc(CNCC(c2ccccc2)c2ccccc2)cc1,0.000651144,positive
Train: Pos 1621,c1ccc2n[nH]cc2c1,0.000650906,positive
Train: Pos 1622,O=C1CCC(CCC2CCC3C4=CCCCC4CCC23)O1,0.00065043,positive
Train: Pos 1623,O=C(Nc1ccccc1)c1ccc2c(c1)CN(c1cncnc1)CC2,0.000650301,positive
Train: Pos 1624,O=c1[nH]c(=S)[nH]cc1C=Nc1ccccc1,0.000650269,positive
Train: Pos 1625,C(=NOc1ncnc2[nH]ncc12)c1ccccc1,0.000650124,positive
Train: Pos 1626,O=C(NC(c1ccccc1)c1cccc2ccccc12)c1ccccc1,0.000649304,positive
Train: Pos 1627,O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccncn1,0.000648382,positive
Train: Pos 1628,C(=NNc1nc(-c2ccccc2)cs1)c1ccccn1,0.000648154,positive
Train: Pos 1629,C=c1c(=Cc2c[nH]c(=S)[nH]c2=O)ccn1C1CCCCC1,0.000647407,positive
Train: Pos 1630,O=C(NNC(=S)NC(=O)c1conc1-c1ccccc1)c1ccco1,0.000647333,positive
Train: Pos 1631,O=C(C=Cc1ccco1)NCC(=O)Nc1ccccc1,0.000647315,positive
Train: Pos 1632,C(=NNc1nc(Nc2ccccc2)nc(N2CCCC2)n1)c1ccccc1,0.000647225,positive
Train: Pos 1633,c1ccc(Cn2nc(-c3ccccc3)c3c[nH]cc32)cc1,0.00064668,positive
Train: Pos 1634,O=C(c1ccncc1)N1CCC2CNc3ccc(-c4ccccc4)cc3C21,0.00064657,positive
Train: Pos 1635,O=C1C(=O)N2CCC(c3ccccc3)c3cccc1c32,0.000646397,positive
Train: Pos 1636,O=C(Nc1ccc(NC(=O)c2ccco2)cc1)c1ccco1,0.000646329,positive
Train: Pos 1637,O=C(NNC(=O)c1ccccc1)C(=O)Nc1ccccc1,0.000646187,positive
Train: Pos 1638,c1cc(-c2nnc(Sc3nccs3)[nH]2)[nH]n1,0.000645588,positive
Train: Pos 1639,O=C(Nc1ccccc1)Nc1ccc2ncsc2c1,0.000645401,positive
Train: Pos 1640,O=C1C=CCCN1C(=O)C=Cc1ccccc1,0.000645331,positive
Train: Pos 1641,c1ccc2sc(Sc3ccnc4ccccc34)nc2c1,0.000645126,positive
Train: Pos 1642,c1ccc2c(CCCOc3cncc(-c4ccc5n[nH]cc5c4)c3)c[nH]c2c1,0.000645106,positive
Train: Pos 1643,O=C(NCc1ccccc1)Nc1ccccc1,0.000645027,positive
Train: Pos 1644,O=C(Cc1ccccc1)Nc1nc2ccc(N(CCN3CCOCC3)C(=O)Nc3ccccc3)cc2s1,0.00064459,positive
Train: Pos 1645,O=C(Cc1ccccc1)N1CCC2CNc3ccc(-c4ccccc4)cc3C21,0.000644521,positive
Train: Pos 1646,O=C1C(=Cc2ccccc2)Oc2cc(OCC(=O)N3CCCC3)ccc21,0.00064345,positive
Train: Pos 1647,O=C(CC1CC2c3cc(NC(=O)Nc4ccccc4)ccc3OC2CO1)NCc1ccccc1,0.000641777,positive
Train: Pos 1648,O=C1NC(c2ccc(-c3ccccc3)o2)Nc2sc3c(c21)CCNC3,0.000641775,positive
Train: Pos 1649,c1ccc2sc(Cc3ccnc(NCCc4c[nH]cn4)n3)nc2c1,0.000641688,positive
Train: Pos 1650,O=C(NC1CC1)c1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1,0.000640701,positive
Train: Pos 1651,O=c1[nH]ncc2c(-c3nc4ccccc4s3)c[nH]c12,0.000640447,positive
Train: Pos 1652,O=C(N=C1CC=Nc2ccccc2N1)c1cc2ccccc2o1,0.000640408,positive
Train: Pos 1653,c1ccc(CNc2ccnc(Nc3ccc(-c4ccsc4)cn3)n2)cc1,0.000639693,positive
Train: Pos 1654,O=C(C1=C(c2ccccc2)C(=O)c2ccccc2C1=O)c1ccccc1,0.000639567,positive
Train: Pos 1655,c1ccc(Nc2nc3ccccc3o2)cc1,0.00063953,positive
Train: Pos 1656,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,0.000639139,positive
Train: Pos 1657,O=C(Nc1cccc(CN2CCOCC2)c1)c1ccc2c(c1)CN(c1cncnc1)CC2,0.000638963,positive
Train: Pos 1658,c1cc2c3c(cnc2s1)CCCC3,0.000636872,positive
Train: Pos 1659,c1ccc(N=Nc2ncc[nH]2)cc1,0.000636833,positive
Train: Pos 1660,C=C1C(=O)OC2CCC=CCC12,0.000636661,positive
Train: Pos 1661,O=C(Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCN(c2ccccn2)CC1,0.000635942,positive
Train: Pos 1662,O=C(Cc1ccncc1)c1ccccc1OCc1ccccc1,0.000635675,positive
Train: Pos 1663,O=C(Nc1cccc2cccnc12)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000635542,positive
Train: Pos 1664,N=c1ccn(Cc2ccccc2)c2ccccc12,0.000635211,positive
Train: Pos 1665,O=C1Nc2ccc(S(=O)(=O)Nc3ccccc3)c3cccc1c23,0.000634846,positive
Train: Pos 1666,O=C(CCc1ccccc1)n1cnc(-c2ccco2)n1,0.000634407,positive
Train: Pos 1667,c1ccc(-c2nc3ccccc3s2)cc1,0.000634174,positive
Train: Pos 1668,c1ccc(OCCNc2cccc(N3CCNCC3)c2)cc1,0.000634113,positive
Train: Pos 1669,c1ccc2c(c1)ncn2C1CCCO1,0.000633831,positive
Train: Pos 1670,c1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,0.000633786,positive
Train: Pos 1671,C=c1c(=Cc2c[nH]c(=S)[nH]c2=O)ccn1-c1ccc2c(c1)OCO2,0.000633529,positive
Train: Pos 1672,c1ccc(-c2ccc(-c3c[nH]c(-c4ccccc4)n3)cc2)cc1,0.000633495,positive
Train: Pos 1673,S=c1[nH]cc(C=CC=CC=Nc2ccccc2)s1,0.000632598,positive
Train: Pos 1674,O=C(Oc1ccccc1)c1ccncc1,0.000632508,positive
Train: Pos 1675,O=c1c2c(-c3ccccc3)csc2ncn1Cc1ccccc1,0.000631151,positive
Train: Pos 1676,O=C(C=Cc1ccccc1)c1c2c(c[nH]c1=O)CCCC2,0.000630778,positive
Train: Pos 1677,O=C1CCc2ccc(Sc3cccs3)cc21,0.000630593,positive
Train: Pos 1678,c1ccc(Oc2cc3ccccc3[nH]2)cc1,0.000629998,positive
Train: Pos 1679,O=c1cc(-c2ccc3c(c2)OCO3)oc2c3c(ccc12)OCC=C3,0.000629751,positive
Train: Pos 1680,O=C(Nc1ccccc1)Nc1nccs1,0.000629285,positive
Train: Pos 1681,O=C1CC(=O)C2=C(C1)Oc1ccc3c(c1C2)OC1=C(C3)C(=O)CC(=O)C1,0.000629058,positive
Train: Pos 1682,O=c1ccc2ccc3ccccc3c2o1,0.000628882,positive
Train: Pos 1683,c1ccc(CN2c3ccccc3CCc3ccccc32)cc1,0.0006287,positive
Train: Pos 1684,c1ccc(CN2c3ccccc3Cc3ccccc32)cc1,0.0006287,positive
Train: Pos 1685,c1ccc(-c2ccccc2)cc1,0.000628307,positive
Train: Pos 1686,O=C(NCc1ccccc1)C1CCCC(Nc2ncncn2)C1,0.000627993,positive
Train: Pos 1687,O=S(=O)(C=Cc1ccccc1)Nc1ccccc1,0.000627648,positive
Train: Pos 1688,O=C(NCCc1ccccc1)c1ccc2c(c1)NC(=O)C(CSCc1ccccc1)N2,0.00062755,positive
Train: Pos 1689,c1ccc(Oc2cnc3ccccc3n2)cc1,0.00062723,positive
Train: Pos 1690,O=C(N1CCCCC1)n1nc(-c2ccccc2)nc1SC1CCCCC1,0.00062719,positive
Train: Pos 1691,c1ccc(Nc2ccnc(Nc3cc(-c4ccsc4)ccn3)n2)cc1,0.000626504,positive
Train: Pos 1692,C(=Nn1ccc2nc3ccccc3nc21)c1ccccn1,0.000625496,positive
Train: Pos 1693,C(=Cc1ccc(N2CCOCC2)o1)c1ccccc1,0.000625301,positive
Train: Pos 1694,C1=Nc2ccccc2Oc2ccccc21,0.000625226,positive
Train: Pos 1695,O=C(C=Cc1ccccc1)NCCn1ccc2ccccc21,0.000624918,positive
Train: Pos 1696,O=c1[nH]c2cnc3cc(-c4cnoc4)c(OCC4CCNCC4)cc3c2n1Cc1ccccn1,0.000624909,positive
Train: Pos 1697,O=S(=O)(N=CN1CCOCC1)c1ccccc1,0.000624758,positive
Train: Pos 1698,C(#Cc1ccc(-c2c[nH]c(-c3ccccc3)n2)cn1)c1cccnc1,0.000624277,positive
Train: Pos 1699,c1ccc(-c2n[nH]c3ncncc23)cc1,0.000623992,positive
Train: Pos 1700,O=C1CCc2ccc(Oc3ccccc3)cc21,0.000623767,positive
Train: Pos 1701,O=C(Nc1nc2ccccc2s1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000623744,positive
Train: Pos 1702,C1=C(c2ccccc2)Nn2cnnc2S1,0.00062315,positive
Train: Pos 1703,c1ccc(-c2cc(-c3ccccc3)c3cncnc3n2)cc1,0.000622841,positive
Train: Pos 1704,O=C(NCCc1c[nH]c2ccccc12)c1cnc(-c2ccccc2)nc1,0.000622741,positive
Train: Pos 1705,c1ccc(-c2cc(-c3ccccc3)c3ccccc3n2)cc1,0.000622309,positive
Train: Pos 1706,O=C(c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCN(c2ccccc2)CC1,0.0006221,positive
Train: Pos 1707,O=C(CC(=S)Nc1ccccc1)Nc1ccccc1,0.000622064,positive
Train: Pos 1708,c1ccc(Nc2ccnc(Nc3cccc(-c4ccsc4)c3)n2)cc1,0.000621881,positive
Train: Pos 1709,c1ccc(-c2cc3ccccc3cc2-c2ccccc2)cc1,0.000621798,positive
Train: Pos 1710,O=C(Cn1cnc2ccccc2c1=O)NN=Cc1ccccc1,0.00062161,positive
Train: Pos 1711,O=C(NC1CN(Oc2ccc(Oc3ccccc3)cc2)C1=O)OCCCCC1CCCCC1,0.000621074,positive
Train: Pos 1712,O=C(NC1CC1)c1ccc(=O)n(Cc2cccc3[nH]cnc23)c1,0.000620258,positive
Train: Pos 1713,O=C(Nc1ccc(-c2nc3cccnc3s2)cc1)c1ccco1,0.000619607,positive
Train: Pos 1714,O=C(ON=Cc1ccccc1)C1CC1,0.000619208,positive
Train: Pos 1715,O=C1C2CCC=CC2C(c2ccccc2)N1Cc1ccccc1,0.00061907,positive
Train: Pos 1716,O=C(COC(=O)CCc1c[nH]c2ccccc12)Nc1ccccc1,0.000618544,positive
Train: Pos 1717,O=C(Cc1cnc2sccc2c1)c1ccccc1,0.000617882,positive
Train: Pos 1718,O=C(NC1CC1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000617275,positive
Train: Pos 1719,O=C(Cc1c[nH]c2ccccc12)NN=Cc1ccccc1,0.000617008,positive
Train: Pos 1720,O=C(NNC(=S)NCc1ccco1)c1cc[nH]n1,0.000616922,positive
Train: Pos 1721,O=C(Nc1ccc(-c2nc(-c3ccccc3)cs2)cc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000616836,positive
Train: Pos 1722,c1ccc(CSc2cc(-c3ccccc3)cc(-c3ccccc3)n2)cc1,0.000616684,positive
Train: Pos 1723,O=S(=O)(Nc1cccc(-c2ccc3nncn3n2)c1)c1ccccc1,0.000616132,positive
Train: Pos 1724,O=C(Nc1ccccc1)Nc1nc(Cc2ccccc2)cs1,0.000616042,positive
Train: Pos 1725,c1ccc2sc(Cc3ccnc(NCCn4cncn4)n3)nc2c1,0.00061512,positive
Train: Pos 1726,O=C(COC(=O)c1cc(-c2ccco2)nc2ccccc12)c1c[nH]c(=O)n(Cc2ccccc2)c1=O,0.000614791,positive
Train: Pos 1727,O=C(Nc1ccccc1N1CCCCC1)c1ccco1,0.000614627,positive
Train: Pos 1728,c1cc(NC2CCNCC2)nc(Nc2ccc(-c3ccsc3)cn2)n1,0.000614605,positive
Train: Pos 1729,O=C1N(c2ccccc2)CC2CC(c3cccs3)N3CCCC123,0.000613253,positive
Train: Pos 1730,O=C(NN=Cc1ccccc1)c1nnn(-c2cnon2)c1-c1ccc2c(c1)OCO2,0.000610388,positive
Train: Pos 1731,O=C1NCC(c2ccccc2)C1C(=O)NN=Cc1cccs1,0.000610052,positive
Train: Pos 1732,c1ccc(-c2cc(C3CCCNC3)ccn2)c(OCC2CC2)c1,0.000608758,positive
Train: Pos 1733,c1ccc2oc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,0.000608367,positive
Train: Pos 1734,O=C1NC(=S)SC1=C1C(=O)N(Cc2ccccc2)c2ccccc21,0.000608314,positive
Train: Pos 1735,O=C(c1ccccc1)n1ccc2ccccc21,0.000608161,positive
Train: Pos 1736,O=C(CCS(=O)(=O)c1ccccc1)c1ccccc1,0.000607979,positive
Train: Pos 1737,c1ccc2cc3ccccc3cc2c1,0.000607262,positive
Train: Pos 1738,S=C1N=C(c2ccccc2)CC(c2ccccc2)N1,0.000605513,positive
Train: Pos 1739,S=C(Nc1ccccc1)Nc1ccccc1,0.000605451,positive
Train: Pos 1740,c1ccc(Nc2ncnc3ccccc23)cc1,0.000605274,positive
Train: Pos 1741,O=C(ON=Cc1ccc(N2CCCCC2)cc1)c1ccccc1,0.00060472,positive
Train: Pos 1742,O=c1[nH]cnc2c1c1nc3ccccc3nc1n2N=Cc1ccccc1,0.000604492,positive
Train: Pos 1743,O=C(COC(=O)CCN1C(=O)c2ccccc2C1=O)Nc1ccccc1,0.000604409,positive
Train: Pos 1744,O=C(NCc1ccccc1)C1=CC(c2csc3ccccc23)CC(OCc2ccccc2)O1,0.000604085,positive
Train: Pos 1745,O=C(Nc1ccccc1)c1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1,0.000603184,positive
Train: Pos 1746,O=C(C=Cc1ccccc1)Nc1ncc(C(=O)Nc2ccccc2)s1,0.000603129,positive
Train: Pos 1747,O=C(Cc1ccccc1Nc1ccccc1)Nc1ccccc1,0.000602598,positive
Train: Pos 1748,c1ccc(-c2ccn(-c3ccccc3)n2)cc1,0.000602546,positive
Train: Pos 1749,c1ccc(Nc2ccnc(Nc3ccc(-c4ccsc4)cc3)n2)cc1,0.000602484,positive
Train: Pos 1750,c1cc2c3c(cccc3c1)NCN2,0.000601456,positive
Train: Pos 1751,O=c1nc(NN=Cc2ccccc2)[nH]nc1Cc1ccccc1,0.000601304,positive
Train: Pos 1752,C(=C1CCC=C1N1CCOCC1)c1ccccc1,0.000600833,positive
Train: Pos 1753,O=c1nc[nH]cc1N=Nc1ccccc1,0.000600727,positive
Train: Pos 1754,c1ccc(-c2ccccc2-c2ccc3c(c2)OCCO3)cc1,0.000600325,positive
Train: Pos 1755,O=C1SC(=Cc2ccc(Oc3ccccc3)cc2)C(=O)N1c1ccc(OCCCCCN2CCNCC2)cc1,0.000599967,positive
Train: Pos 1756,O=C(COc1cc2c(c3oc(=O)ccc13)CCCO2)NCc1ccccc1,0.000599623,positive
Train: Pos 1757,C=C1CCC2OC2CCC2CCC12,0.000599419,positive
Train: Pos 1758,c1ccc(C2COC(c3ccccc3)C2)cc1,0.000598374,positive
Train: Pos 1759,O=C(Nc1cccc(Nc2ccc3c(c2)CCCCC3=O)c1)c1ccsc1,0.000598315,positive
Train: Pos 1760,O=C(NN=Cc1cnn(-c2ccccc2)c1N1CCCC1)c1cc(-c2ccccc2)nc2ccccc12,0.000598296,positive
Train: Pos 1761,O=C1CCC(Cn2cc3cc(NC(=O)c4ccccn4)ccc3n2)N1,0.000597959,positive
Train: Pos 1762,O=c1[nH]c2cnc3cc(-c4cnoc4)c(OCC4CCNC4)cc3c2n1Cc1ccccn1,0.000597286,positive
Train: Pos 1763,c1nc(N2CCCCC2)cc2c1cnc1c2ccn1C12CC3CC(CC(C3)C1)C2,0.000597017,positive
Train: Pos 1764,C(#CC1CCCC1)c1ccc(NC2CCCCC2)cc1,0.000596519,positive
Train: Pos 1765,c1ccc2c(c1)[nH]c1c(N3CCC4(CC3)OCCO4)ncnc12,0.000596247,positive
Train: Pos 1766,c1ccc(Nc2ccnc(-c3ccccc3)n2)cc1,0.000595994,positive
Train: Pos 1767,O=C(Nc1cccc(CN2CCNCC2)c1)c1ccc2c(c1)CN(c1cncnc1)CC2,0.000595601,positive
Train: Pos 1768,c1ccc(Sc2ccccc2)cc1,0.0005952,positive
Train: Pos 1769,C(#CC1CCCCC1)c1ccc(NC2CCCCC2)cc1,0.000594926,positive
Train: Pos 1770,C1=C2c3cccc4[nH]cc(c34)CC2NCC1,0.00059469,positive
Train: Pos 1771,O=C(NCC1CCCCC1)n1ccc(=O)o1,0.000594303,positive
Train: Pos 1772,O=C(N=c1[nH]c2ccccc2s1)c1cc2ccccc2s1,0.000593895,positive
Train: Pos 1773,c1ccc(Nc2ccnc(-c3ccsc3)n2)cc1,0.000593873,positive
Train: Pos 1774,c1ccc(Sc2cnnc(-c3ccccc3)n2)cc1,0.000593718,positive
Train: Pos 1775,c1coc(-c2c3c(nc4sccc24)CCC3)c1,0.000593595,positive
Train: Pos 1776,c1ccc2nc(-c3ccc(-c4ccc(-c5ccc6ccccc6n5)cc4)cc3)ccc2c1,0.000593224,positive
Train: Pos 1777,O=C1NC(=O)N(Cc2ccccc2)C(=O)C1=Cc1ccc[nH]1,0.000593086,positive
Train: Pos 1778,c1ccc2c(c1)Nc1ccncc1S2,0.000591474,positive
Train: Pos 1779,O=C(N=C1N=C(CC(=O)N2CCOCC2)c2ccccc21)c1ccccc1,0.000591199,positive
Train: Pos 1780,O=C(Cn1ncc2c(=O)oc3ccccc3c21)Nc1cc(-c2ccccc2)no1,0.000590873,positive
Train: Pos 1781,O=C1C2CCC=CC2C(c2ccc(-c3ccccc3)cc2)N1Cc1ccccc1,0.000590172,positive
Train: Pos 1782,c1coc(-c2c3c(nc4sccc24)CCCC3)c1,0.000589382,positive
Train: Pos 1783,c1ccc(N=Nc2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,0.000588232,positive
Train: Pos 1784,O=C(NN=Cc1ccccc1OC(=O)c1ccccc1)c1ccccc1,0.00058799,positive
Train: Pos 1785,O=C(COC(=O)c1ccccc1NS(=O)(=O)c1ccccc1)c1ccccc1,0.000587657,positive
Train: Pos 1786,O=C(Nc1ccc(-c2ncco2)cc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.000587086,positive
Train: Pos 1787,O=C(CCc1cccnc1)Nc1cncc(-c2cccc3[nH]ccc23)c1,0.000584901,positive
Train: Pos 1788,O=C(Nc1ccccc1)c1cccc(C#Cc2cncc3ccccc23)c1,0.000583553,positive
Train: Pos 1789,C(#Cc1nccs1)c1ccc(-c2c[nH]c(-c3ccccc3)n2)cn1,0.000583373,positive
Train: Pos 1790,O=c1ccccn1Cc1ccccc1,0.000583032,positive
Train: Pos 1791,O=S(=O)(Nc1cccc2ccccc12)c1ccccc1,0.000582103,positive
Train: Pos 1792,O=C(NCc1ccc[nH]1)c1ccccc1,0.000582096,positive
Train: Pos 1793,O=C(COc1ccc(C=NNS(=O)(=O)c2ccccc2)cc1)Nc1ccccc1,0.000581901,positive
Train: Pos 1794,O=C1N=C(N2CCCC2)SC1=Cc1ccco1,0.000581817,positive
Train: Pos 1795,O=C1CC(c2ccco2)Cc2nc(Nc3nc(-c4ccccc4)c4ccccc4n3)ncc21,0.00058164,positive
Train: Pos 1796,O=C(C=Cc1ccco1)Nc1ccccn1,0.000581283,positive
Train: Pos 1797,O=C1C=CC(=Nc2cc(NS(=O)(=O)c3ccccc3)c3ccccc3c2)C=C1,0.000581206,positive
Train: Pos 1798,c1ccc(-n2ccc(-c3ccco3)n2)cc1,0.000581141,positive
Train: Pos 1799,C(=Nn1cnc2ccccc21)c1ccccc1,0.000580703,positive
Train: Pos 1800,C=C1CCCC2C=C3NC(=O)C=C3CC12,0.000580463,positive
Train: Pos 1801,O=S(=O)(c1ccccc1)c1ccccc1,0.000579582,positive
Train: Pos 1802,O=c1cc(-n2cnc3ccccc32)c2ccccc2[nH]1,0.000578593,positive
Train: Pos 1803,O=C(Nc1ccccc1)c1cccc(C#Cc2cccnc2)c1,0.000578134,positive
Train: Pos 1804,c1ccc2c(Nc3ccc(N4CCOCC4)cc3)ncnc2c1,0.000578001,positive
Train: Pos 1805,C(=Cc1ccco1)C=NNc1nncc(-c2ccccc2)n1,0.000577667,positive
Train: Pos 1806,S=C1CC(c2ccccc2)CC=N1,0.000576418,positive
Train: Pos 1807,O=C1CCc2ccc(Sc3ccccc3)cc21,0.000576056,positive
Train: Pos 1808,O=C(CCn1c2c(c3ccccc31)CCCC2)NNC(=O)c1ccccc1,0.000575375,positive
Train: Pos 1809,O=C(c1cccs1)c1cncs1,0.000574849,positive
Train: Pos 1810,O=C(Oc1ccc(C=Nn2cnnc2)cc1)c1ccccc1,0.000574698,positive
Train: Pos 1811,C=c1c(=Cc2c[nH]c(=S)[nH]c2=O)ccn1-c1cc2c(s1)CCCC2,0.000574338,positive
Train: Pos 1812,O=c1cc(-c2ccccc2)nc(Nc2ncc3ccccc3n2)[nH]1,0.000573877,positive
Train: Pos 1813,O=C1CCCC(=O)C1C1c2ccccc2OC2=CCCC(=O)C21,0.000573766,positive
Train: Pos 1814,O=C1C=C(Cc2ccccc2)C(=O)c2ccccc21,0.000573737,positive
Train: Pos 1815,c1ccc(Oc2ccc(-c3c[nH]c(-c4ccccc4)n3)cc2)cc1,0.000573057,positive
Train: Pos 1816,O=C(c1ccccc1)C1NCC(c2cccs2)=[NH+]1,0.000572598,positive
Train: Pos 1817,O=c1cccnn1Cc1nnc(-c2ccccc2)o1,0.000571694,positive
Train: Pos 1818,C(=NNc1ccccc1)C1=C(N2CCOCC2)C(=Cc2ccccc2)CC1,0.000570376,positive
Train: Pos 1819,c1ccc2nc3ccccc3cc2c1,0.00057026,positive
Train: Pos 1820,O=c1[nH][nH]cc1C=Nc1ccccc1,0.000570032,positive
Train: Pos 1821,O=c1[nH]c2ccccc2c2c1sc1ccccc12,0.000569871,positive
Train: Pos 1822,O=C(Nc1ccccc1)C1CCCC1,0.000569612,positive
Train: Pos 1823,O=S(=O)(c1cccc2nsnc12)n1ccc(-c2ccccc2)n1,0.000569231,positive
Train: Pos 1824,O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(NC(=O)N2CCNC2=O)c1,0.000569043,positive
Train: Pos 1825,O=C(CCc1ccco1)NC(=S)N=NC(=O)c1ccccc1,0.000567984,positive
Train: Pos 1826,O=C(Nc1cccc(-c2cn3cccnc3n2)c1)c1conc1-c1ccccc1,0.000567148,positive
Train: Pos 1827,c1ccc2cc(-c3csc(Nc4ccncn4)n3)ccc2c1,0.000566662,positive
Train: Pos 1828,O=C1C(=O)c2cccc3cccc1c23,0.000566181,positive
Train: Pos 1829,O=C1c2cccc3cccc(c23)C(=O)N1N=Cc1c[nH]n(-c2ccccc2)c1=O,0.000565335,positive
Train: Pos 1830,O=C(CNc1ccc(S(=O)(=O)N2CCCCC2)cc1)Nc1ccccc1,0.000565237,positive
Train: Pos 1831,c1ccc(CSc2ccccc2)cc1,0.000564406,positive
Train: Pos 1832,O=C1C=C(c2ccccc2)CC(c2cccs2)C1n1ccnc1,0.000564102,positive
Train: Pos 1833,N=C(Nc1ccccc1)SCc1ccccn1,0.000564028,positive
Train: Pos 1834,c1ccc(Nc2nccc(-c3c(-c4ccccc4)ncn3C3CCNCC3)n2)cc1,0.000564021,positive
Train: Pos 1835,c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,0.000563716,positive
Train: Pos 1836,O=c1ccc2nc3ccccc3oc-2c1,0.00056358,positive
Train: Pos 1837,O=C(c1ccccc1)c1ccc(N=CC2C(=O)CCCC2=O)c(N=CC2C(=O)CCCC2=O)c1,0.000563457,positive
Train: Pos 1838,C(=Cc1ccccc1)C1=NCCc2c1[nH]c1ccccc21,0.000563402,positive
Train: Pos 1839,O=C(Nc1ccccc1)Nc1cccc2ccccc12,0.000563115,positive
Train: Pos 1840,O=C(Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCCCCC1,0.000562694,positive
Train: Pos 1841,c1ccc([SH+]c2cccc3nonc23)cc1,0.000562066,positive
Train: Pos 1842,O=C(COc1ccc2ccccc2c1)NNC(=S)NC(=O)c1ccco1,0.000562035,positive
Train: Pos 1843,C1=Nc2ccccc2-c2nncnc2O1,0.00056145,positive
Train: Pos 1844,O=C1C(=O)N(CCS(=O)(=O)c2ccccc2)c2ccccc21,0.000560649,positive
Train: Pos 1845,C(=NNC1=NCCN1)c1ccccc1,0.000559965,positive
Train: Pos 1846,O=C(C=Cc1ccco1)OCCNCc1ccccc1,0.000559687,positive
Train: Pos 1847,O=C(NCc1ccccc1)Nc1cccc2cccnc12,0.000559146,positive
Train: Pos 1848,O=C1C(Cc2ccccc2)=NC(=S)N1Cc1ccccc1,0.000558956,positive
Train: Pos 1849,O=C(Nc1ccc2c(c1)C(=O)c1ccccc1C2=O)c1ccccc1,0.000557716,positive
